일자,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,가중평균
"2018-12-28",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-12-27",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-12-26",KOC,"24,500",0,"0.00","0","0","0","60,000","1,470,000,000","24,500"
"2018-12-24",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-12-21",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-12-20",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-12-19",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-12-18",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-12-17",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-12-14",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-12-13",KOC,"24,500",0,"0.00","0","0","0","0","0","0"
"2018-12-12",KOC,"24,500",500,"2.08","24,500","24,500","24,500","2,000","49,000,000","24,500"
"2018-12-11",KOC,"24,000",0,"0.00","0","0","0","0","0","0"
"2018-12-10",KOC,"24,000",0,"0.00","0","0","0","0","0","0"
"2018-12-07",KOC,"24,000",0,"0.00","24,000","24,000","24,000","5,000","120,000,000","24,000"
"2018-12-06",KOC,"24,000",50,"0.21","24,000","24,000","24,000","433","10,392,000","24,000"
"2018-12-05",KOC,"23,950",50,"0.21","23,950","23,950","23,950","5,000","119,750,000","23,950"
"2018-12-04",KOC,"23,900",0,"0.00","0","0","0","0","0","0"
"2018-12-03",KOC,"23,900",0,"0.00","0","0","0","0","0","0"
"2018-11-30",KOC,"23,900",200,"0.84","23,900","23,900","23,900","16,893","403,742,700","23,900"
"2018-11-29",KOC,"23,700",0,"0.00","0","0","0","0","0","0"
"2018-11-28",KOC,"23,700",0,"0.00","0","0","0","0","0","0"
"2018-11-27",KOC,"23,700",0,"0.00","0","0","0","0","0","0"
"2018-11-26",KOC,"23,700",0,"0.00","0","0","0","0","0","0"
"2018-11-23",KOC,"23,700",0,"0.00","0","0","0","0","0","0"
"2018-11-22",KOC,"23,700",0,"0.00","0","0","0","0","0","0"
"2018-11-21",KOC,"23,700",0,"0.00","0","0","0","0","0","0"
"2018-11-20",KOC,"23,700",0,"0.00","0","0","0","0","0","0"
"2018-11-19",KOC,"23,700",0,"0.00","0","0","0","0","0","0"
"2018-11-16",KOC,"23,700",0,"0.00","0","0","0","0","0","0"
"2018-11-15",KOC,"23,700",0,"0.00","0","0","0","0","0","0"
"2018-11-14",KOC,"23,700",0,"0.00","0","0","0","0","0","0"
"2018-11-13",KOC,"23,700",0,"0.00","23,700","23,700","23,700","26,590","630,183,000","23,700"
"2018-11-12",KOC,"23,700",200,"0.85","23,500","23,700","23,500","11,538","271,450,600","23,527"
"2018-11-09",KOC,"23,500",0,"0.00","0","0","0","0","0","0"
"2018-11-08",KOC,"23,500",0,"0.00","23,500","23,500","23,500","9,139","214,766,500","23,500"
"2018-11-07",KOC,"23,500",0,"0.00","0","0","0","0","0","0"
"2018-11-06",KOC,"23,500",-1000,"-4.08","23,500","23,500","23,500","5,000","117,500,000","23,500"
"2018-11-05",KOC,"24,500",-500,"-2.00","0","0","0","0","0","0"
"2018-11-02",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-11-01",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-10-31",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-10-30",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-10-29",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-10-26",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-10-25",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-10-24",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-10-23",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-10-22",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-10-19",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-10-18",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-10-17",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-10-16",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-10-15",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-10-12",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-10-11",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
"2018-10-10",KOC,"25,000",0,"0.00","0","0","0","0","0","0"
