일자,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,가중평균
"2017-06-30",KCU16,"20,800",0,"0.00","0","0","0","0","0","0"
"2017-06-29",KCU16,"20,800",0,"0.00","0","0","0","0","0","0"
"2017-06-28",KCU16,"20,800",0,"0.00","0","0","0","0","0","0"
"2017-06-27",KCU16,"20,800",0,"0.00","0","0","0","0","0","0"
"2017-06-26",KCU16,"20,800",0,"0.00","0","0","0","0","0","0"
"2017-06-23",KCU16,"20,800",300,"1.46","0","0","0","0","0","0"
"2017-06-22",KCU16,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-06-21",KCU16,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-06-20",KCU16,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-06-19",KCU16,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-06-16",KCU16,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-06-15",KCU16,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-06-14",KCU16,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-06-13",KCU16,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-06-12",KCU16,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-06-09",KCU16,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-06-08",KCU16,"20,500",0,"0.00","20,500","20,500","20,500","76,406","1,566,323,000","20,500"
"2017-06-07",KCU16,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-06-05",KCU16,"20,500",-300,"-1.44","20,500","20,500","20,500","60,000","1,230,000,000","20,500"
"2017-06-02",KCU16,"20,800",0,"0.00","0","0","0","0","0","0"
"2017-06-01",KCU16,"20,800",0,"0.00","0","0","0","5,370","112,501,500","20,950"
"2017-05-31",KCU16,"20,800",0,"0.00","0","0","0","0","0","0"
"2017-05-30",KCU16,"20,800",0,"0.00","20,800","20,800","20,800","10,000","208,000,000","20,800"
"2017-05-29",KCU16,"20,800",0,"0.00","20,800","20,800","20,800","28,500","592,800,000","20,800"
