일자,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,가중평균
"2017-12-28",KOC,"24,000",0,"0.00","0","0","0","0","0","0"
"2017-12-27",KOC,"24,000",0,"0.00","0","0","0","0","0","0"
"2017-12-26",KOC,"24,000",0,"0.00","0","0","0","0","0","0"
"2017-12-22",KOC,"24,000",0,"0.00","0","0","0","0","0","0"
"2017-12-21",KOC,"24,000",0,"0.00","0","0","0","0","0","0"
"2017-12-20",KOC,"24,000",0,"0.00","0","0","0","0","0","0"
"2017-12-19",KOC,"24,000",0,"0.00","0","0","0","0","0","0"
"2017-12-18",KOC,"24,000",0,"0.00","0","0","0","0","0","0"
"2017-12-15",KOC,"24,000",0,"0.00","0","0","0","0","0","0"
"2017-12-14",KOC,"24,000",0,"0.00","0","0","0","0","0","0"
"2017-12-13",KOC,"24,000",0,"0.00","0","0","0","0","0","0"
"2017-12-12",KOC,"24,000",0,"0.00","0","0","0","0","0","0"
"2017-12-11",KOC,"24,000",0,"0.00","0","0","0","0","0","0"
"2017-12-08",KOC,"24,000",0,"0.00","0","0","0","0","0","0"
"2017-12-07",KOC,"24,000",0,"0.00","0","0","0","0","0","0"
"2017-12-06",KOC,"24,000",-1000,"-4.00","0","0","0","0","0","0"
"2017-12-05",KOC,"25,000",-1000,"-3.85","0","0","0","0","0","0"
"2017-12-04",KOC,"26,000",0,"0.00","0","0","0","0","0","0"
"2017-12-01",KOC,"26,000",0,"0.00","0","0","0","0","0","0"
"2017-11-30",KOC,"26,000",0,"0.00","0","0","0","0","0","0"
"2017-11-29",KOC,"26,000",0,"0.00","0","0","0","0","0","0"
"2017-11-28",KOC,"26,000",0,"0.00","0","0","0","0","0","0"
"2017-11-27",KOC,"26,000",-2000,"-7.14","0","0","0","0","0","0"
"2017-11-24",KOC,"28,000",0,"0.00","0","0","0","0","0","0"
"2017-11-23",KOC,"28,000",2000,"7.69","28,000","28,000","28,000","15,000","420,000,000","28,000"
"2017-11-22",KOC,"26,000",2300,"9.70","26,000","26,000","26,000","5,000","130,000,000","26,000"
"2017-11-21",KOC,"23,700",1700,"7.73","0","0","0","0","0","0"
"2017-11-20",KOC,"22,000",0,"0.00","0","0","0","0","0","0"
"2017-11-17",KOC,"22,000",0,"0.00","0","0","0","0","0","0"
"2017-11-16",KOC,"22,000",0,"0.00","0","0","0","0","0","0"
"2017-11-15",KOC,"22,000",0,"0.00","0","0","0","0","0","0"
"2017-11-14",KOC,"22,000",0,"0.00","0","0","0","0","0","0"
"2017-11-13",KOC,"22,000",0,"0.00","0","0","0","0","0","0"
"2017-11-10",KOC,"22,000",200,"0.92","0","0","0","0","0","0"
"2017-11-09",KOC,"21,800",0,"0.00","0","0","0","0","0","0"
"2017-11-08",KOC,"21,800",0,"0.00","0","0","0","0","0","0"
"2017-11-07",KOC,"21,800",0,"0.00","0","0","0","0","0","0"
"2017-11-06",KOC,"21,800",0,"0.00","0","0","0","0","0","0"
"2017-11-03",KOC,"21,800",0,"0.00","0","0","0","0","0","0"
"2017-11-02",KOC,"21,800",0,"0.00","0","0","0","0","0","0"
"2017-11-01",KOC,"21,800",0,"0.00","21,800","21,800","21,800","15,490","337,682,000","21,800"
"2017-10-31",KOC,"21,800",500,"2.35","21,800","21,800","21,800","1,700","37,060,000","21,800"
"2017-10-30",KOC,"21,300",0,"0.00","0","0","0","0","0","0"
"2017-10-27",KOC,"21,300",0,"0.00","0","0","0","0","0","0"
"2017-10-26",KOC,"21,300",0,"0.00","0","0","0","0","0","0"
"2017-10-25",KOC,"21,300",0,"0.00","0","0","0","0","0","0"
"2017-10-24",KOC,"21,300",50,"0.24","21,250","21,300","21,250","19,252","409,460,000","21,268"
"2017-10-23",KOC,"21,250",0,"0.00","21,250","21,250","21,250","33,000","701,250,000","21,250"
"2017-10-20",KOC,"21,250",100,"0.47","21,200","21,250","21,200","30,558","648,207,500","21,212"
"2017-10-19",KOC,"21,150",50,"0.24","0","0","0","0","0","0"
"2017-10-18",KOC,"21,100",0,"0.00","0","0","0","0","0","0"
"2017-10-17",KOC,"21,100",200,"0.96","21,100","21,100","21,100","17,117","361,168,700","21,100"
"2017-10-16",KOC,"20,900",200,"0.97","20,900","20,900","20,900","7,900","165,110,000","20,900"
"2017-10-13",KOC,"20,700",0,"0.00","0","0","0","0","0","0"
"2017-10-12",KOC,"20,700",0,"0.00","0","0","0","0","0","0"
"2017-10-11",KOC,"20,700",0,"0.00","0","0","0","0","0","0"
"2017-10-10",KOC,"20,700",0,"0.00","0","0","0","0","0","0"
"2017-09-29",KOC,"20,700",0,"0.00","0","0","0","0","0","0"
"2017-09-28",KOC,"20,700",0,"0.00","0","0","0","0","0","0"
"2017-09-27",KOC,"20,700",0,"0.00","0","0","0","0","0","0"
"2017-09-26",KOC,"20,700",0,"0.00","0","0","0","0","0","0"
"2017-09-25",KOC,"20,700",0,"0.00","20,700","20,700","20,700","50,000","1,035,000,000","20,700"
"2017-09-22",KOC,"20,700",0,"0.00","0","0","0","0","0","0"
"2017-09-21",KOC,"20,700",0,"0.00","20,700","20,700","20,700","2,320","48,024,000","20,700"
"2017-09-20",KOC,"20,700",0,"0.00","0","0","0","0","0","0"
"2017-09-19",KOC,"20,700",200,"0.98","20,700","20,700","20,700","4,500","93,150,000","20,700"
"2017-09-18",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-09-15",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-09-14",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-09-13",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-09-12",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-09-11",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-09-08",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-09-07",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-09-06",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-09-05",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-09-04",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-09-01",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-08-31",KOC,"20,500",0,"0.00","20,500","20,500","20,500","20,000","410,000,000","20,500"
"2017-08-30",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-08-29",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-08-28",KOC,"20,500",0,"0.00","20,500","20,500","20,500","10,000","205,000,000","20,500"
"2017-08-25",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-08-24",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-08-23",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-08-22",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-08-21",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-08-18",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-08-17",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-08-16",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-08-14",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-08-11",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-08-10",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-08-09",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-08-08",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-08-07",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-08-04",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-08-03",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-08-02",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-08-01",KOC,"20,500",0,"0.00","20,500","20,500","20,500","4,000","82,000,000","20,500"
"2017-07-31",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-07-28",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-07-27",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-07-26",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-07-25",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-07-24",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-07-21",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-07-20",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-07-19",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-07-18",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-07-17",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-07-14",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-07-13",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-07-12",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-07-11",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-07-10",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-07-07",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-07-06",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-07-05",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-07-04",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-07-03",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-06-30",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-06-29",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-06-28",KOC,"20,500",0,"0.00","20,500","20,500","20,500","13,000","266,500,000","20,500"
"2017-06-27",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-06-26",KOC,"20,500",0,"0.00","20,500","20,500","20,500","19,397","397,638,500","20,500"
"2017-06-23",KOC,"20,500",0,"0.00","20,500","20,550","20,500","9,341","191,570,650","20,509"
"2017-06-22",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-06-21",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-06-20",KOC,"20,500",0,"0.00","20,500","20,500","20,500","40,000","820,000,000","20,500"
"2017-06-19",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-06-16",KOC,"20,500",0,"0.00","20,500","20,500","20,500","10,000","205,000,000","20,500"
"2017-06-15",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-06-14",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-06-13",KOC,"20,500",-500,"-2.38","20,500","20,500","20,500","18,000","369,000,000","20,500"
"2017-06-12",KOC,"21,000",0,"0.00","0","0","0","0","0","0"
"2017-06-09",KOC,"21,000",0,"0.00","0","0","0","0","0","0"
"2017-06-08",KOC,"21,000",0,"0.00","0","0","0","0","0","0"
"2017-06-07",KOC,"21,000",0,"0.00","0","0","0","0","0","0"
"2017-06-05",KOC,"21,000",0,"0.00","0","0","0","0","0","0"
"2017-06-02",KOC,"21,000",0,"0.00","0","0","0","0","0","0"
"2017-06-01",KOC,"21,000",0,"0.00","0","0","0","0","0","0"
"2017-05-31",KOC,"21,000",100,"0.48","21,000","21,000","21,000","33,200","697,200,000","21,000"
"2017-05-30",KOC,"20,900",0,"0.00","0","0","0","0","0","0"
"2017-05-29",KOC,"20,900",0,"0.00","20,900","20,900","20,900","10,757","224,821,300","20,900"
"2017-05-26",KOC,"20,900",0,"0.00","20,900","20,900","20,900","14,000","292,600,000","20,900"
"2017-05-25",KOC,"20,900",200,"0.97","20,900","20,900","20,900","50,000","1,045,000,000","20,900"
"2017-05-24",KOC,"20,700",0,"0.00","0","0","0","0","0","0"
"2017-05-23",KOC,"20,700",0,"0.00","0","0","0","0","0","0"
"2017-05-22",KOC,"20,700",-200,"-0.96","0","0","0","0","0","0"
"2017-05-19",KOC,"20,900",0,"0.00","0","0","0","0","0","0"
"2017-05-18",KOC,"20,900",0,"0.00","0","0","0","0","0","0"
"2017-05-17",KOC,"20,900",0,"0.00","0","0","0","0","0","0"
"2017-05-16",KOC,"20,900",0,"0.00","0","0","0","0","0","0"
"2017-05-15",KOC,"20,900",0,"0.00","0","0","0","0","0","0"
"2017-05-12",KOC,"20,900",0,"0.00","0","0","0","0","0","0"
"2017-05-11",KOC,"20,900",0,"0.00","0","0","0","0","0","0"
"2017-05-10",KOC,"20,900",0,"0.00","0","0","0","0","0","0"
"2017-05-08",KOC,"20,900",0,"0.00","0","0","0","0","0","0"
"2017-05-04",KOC,"20,900",0,"0.00","0","0","0","0","0","0"
"2017-05-02",KOC,"20,900",0,"0.00","0","0","0","0","0","0"
"2017-04-28",KOC,"20,900",0,"0.00","0","0","0","0","0","0"
"2017-04-27",KOC,"20,900",0,"0.00","0","0","0","0","0","0"
"2017-04-26",KOC,"20,900",0,"0.00","0","0","0","0","0","0"
"2017-04-25",KOC,"20,900",0,"0.00","0","0","0","0","0","0"
"2017-04-24",KOC,"20,900",0,"0.00","0","0","0","0","0","0"
"2017-04-21",KOC,"20,900",0,"0.00","0","0","0","0","0","0"
"2017-04-20",KOC,"20,900",0,"0.00","0","0","0","0","0","0"
"2017-04-19",KOC,"20,900",-100,"-0.48","0","0","0","0","0","0"
"2017-04-18",KOC,"21,000",0,"0.00","0","0","0","0","0","0"
"2017-04-17",KOC,"21,000",0,"0.00","0","0","0","0","0","0"
"2017-04-14",KOC,"21,000",0,"0.00","0","0","0","0","0","0"
"2017-04-13",KOC,"21,000",0,"0.00","0","0","0","0","0","0"
"2017-04-12",KOC,"21,000",0,"0.00","0","0","0","0","0","0"
"2017-04-11",KOC,"21,000",0,"0.00","0","0","0","0","0","0"
"2017-04-10",KOC,"21,000",0,"0.00","0","0","0","0","0","0"
"2017-04-07",KOC,"21,000",0,"0.00","0","0","0","0","0","0"
"2017-04-06",KOC,"21,000",0,"0.00","21,000","21,000","21,000","100,000","2,100,000,000","21,000"
"2017-04-05",KOC,"21,000",0,"0.00","0","0","0","0","0","0"
"2017-04-04",KOC,"21,000",0,"0.00","0","0","0","0","0","0"
"2017-04-03",KOC,"21,000",0,"0.00","0","0","0","0","0","0"
"2017-03-31",KOC,"21,000",500,"2.44","20,800","21,000","20,800","21,000","440,600,000","20,981"
"2017-03-30",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-03-29",KOC,"20,500",0,"0.00","0","0","0","0","0","0"
"2017-03-28",KOC,"20,500",-300,"-1.44","20,500","20,500","20,500","100","2,050,000","20,500"
"2017-03-27",KOC,"20,800",-1000,"-4.59","0","0","0","0","0","0"
"2017-03-24",KOC,"21,800",-1000,"-4.39","0","0","0","0","0","0"
"2017-03-23",KOC,"22,800",-1000,"-4.20","0","0","0","0","0","0"
"2017-03-22",KOC,"23,800",0,"0.00","0","0","0","0","0","0"
"2017-03-21",KOC,"23,800",0,"0.00","0","0","0","0","0","0"
"2017-03-20",KOC,"23,800",0,"0.00","0","0","0","0","0","0"
"2017-03-17",KOC,"23,800",0,"0.00","0","0","0","0","0","0"
"2017-03-16",KOC,"23,800",0,"0.00","0","0","0","0","0","0"
"2017-03-15",KOC,"23,800",0,"0.00","0","0","0","0","0","0"
"2017-03-14",KOC,"23,800",0,"0.00","0","0","0","0","0","0"
"2017-03-13",KOC,"23,800",0,"0.00","0","0","0","0","0","0"
"2017-03-10",KOC,"23,800",0,"0.00","0","0","0","0","0","0"
"2017-03-09",KOC,"23,800",0,"0.00","23,800","23,800","23,800","100,000","2,380,000,000","23,800"
"2017-03-08",KOC,"23,800",0,"0.00","0","0","0","0","0","0"
"2017-03-07",KOC,"23,800",0,"0.00","0","0","0","0","0","0"
"2017-03-06",KOC,"23,800",0,"0.00","0","0","0","0","0","0"
"2017-03-03",KOC,"23,800",0,"0.00","0","0","0","0","0","0"
"2017-03-02",KOC,"23,800",-1400,"-5.56","23,800","23,800","23,800","1,000","23,800,000","23,800"
"2017-02-28",KOC,"25,200",0,"0.00","0","0","0","0","0","0"
"2017-02-27",KOC,"25,200",0,"0.00","0","0","0","0","0","0"
"2017-02-24",KOC,"25,200",0,"0.00","0","0","0","0","0","0"
"2017-02-23",KOC,"25,200",0,"0.00","0","0","0","0","0","0"
"2017-02-22",KOC,"25,200",0,"0.00","0","0","0","0","0","0"
"2017-02-21",KOC,"25,200",0,"0.00","0","0","0","0","0","0"
"2017-02-20",KOC,"25,200",0,"0.00","0","0","0","0","0","0"
"2017-02-17",KOC,"25,200",0,"0.00","0","0","0","0","0","0"
"2017-02-16",KOC,"25,200",0,"0.00","0","0","0","0","0","0"
"2017-02-15",KOC,"25,200",0,"0.00","0","0","0","0","0","0"
"2017-02-14",KOC,"25,200",0,"0.00","0","0","0","0","0","0"
"2017-02-13",KOC,"25,200",0,"0.00","0","0","0","0","0","0"
"2017-02-10",KOC,"25,200",0,"0.00","0","0","0","0","0","0"
"2017-02-09",KOC,"25,200",400,"1.61","25,000","25,200","25,000","10,000","251,000,000","25,100"
"2017-02-08",KOC,"24,800",50,"0.20","24,800","24,800","24,800","2,400","59,520,000","24,800"
"2017-02-07",KOC,"24,750",2250,"10.00","24,000","24,750","24,000","10,000","243,750,000","24,375"
"2017-02-06",KOC,"22,500",0,"0.00","0","0","0","0","0","0"
"2017-02-03",KOC,"22,500",950,"4.41","0","0","0","0","0","0"
"2017-02-02",KOC,"21,550",550,"2.62","0","0","0","0","0","0"
"2017-02-01",KOC,"21,000",0,"0.00","0","0","0","0","0","0"
"2017-01-31",KOC,"21,000",0,"0.00","0","0","0","0","0","0"
"2017-01-26",KOC,"21,000",100,"0.48","0","0","0","0","0","0"
"2017-01-25",KOC,"20,900",1900,"10.00","20,900","20,900","20,900","5,000","104,500,000","20,900"
"2017-01-24",KOC,"19,000",0,"0.00","0","0","0","0","0","0"
"2017-01-23",KOC,"19,000",0,"0.00","0","0","0","0","0","0"
"2017-01-20",KOC,"19,000",0,"0.00","0","0","0","0","0","0"
"2017-01-19",KOC,"19,000",0,"0.00","0","0","0","0","0","0"
"2017-01-18",KOC,"19,000",0,"0.00","0","0","0","0","0","0"
"2017-01-17",KOC,"19,000",0,"0.00","0","0","0","0","0","0"
"2017-01-16",KOC,"19,000",0,"0.00","0","0","0","0","0","0"
"2017-01-13",KOC,"19,000",0,"0.00","0","0","0","0","0","0"
"2017-01-12",KOC,"19,000",0,"0.00","0","0","0","0","0","0"
"2017-01-11",KOC,"19,000",0,"0.00","0","0","0","0","0","0"
"2017-01-10",KOC,"19,000",0,"0.00","0","0","0","0","0","0"
"2017-01-09",KOC,"19,000",0,"0.00","0","0","0","0","0","0"
"2017-01-06",KOC,"19,000",100,"0.53","0","0","0","0","0","0"
"2017-01-05",KOC,"18,900",0,"0.00","0","0","0","0","0","0"
"2017-01-04",KOC,"18,900",0,"0.00","0","0","0","0","0","0"
"2017-01-03",KOC,"18,900",0,"0.00","0","0","0","0","0","0"
"2017-01-02",KOC,"18,900",0,"0.00","0","0","0","0","0","0"
