일자,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,가중평균
"2016-06-30",KCU15,"18,500",0,"0.00","0","0","0","0","0","0"
"2016-06-29",KCU15,"18,500",0,"0.00","0","0","0","0","0","0"
"2016-06-28",KCU15,"18,500",0,"0.00","0","0","0","0","0","0"
"2016-06-27",KCU15,"18,500",0,"0.00","0","0","0","0","0","0"
"2016-06-24",KCU15,"18,500",0,"0.00","0","0","0","0","0","0"
"2016-06-23",KCU15,"18,500",0,"0.00","0","0","0","0","0","0"
"2016-06-22",KCU15,"18,500",0,"0.00","0","0","0","0","0","0"
"2016-06-21",KCU15,"18,500",0,"0.00","0","0","0","0","0","0"
"2016-06-20",KCU15,"18,500",0,"0.00","0","0","0","0","0","0"
"2016-06-17",KCU15,"18,500",0,"0.00","0","0","0","0","0","0"
"2016-06-16",KCU15,"18,500",0,"0.00","0","0","0","0","0","0"
"2016-06-15",KCU15,"18,500",0,"0.00","0","0","0","0","0","0"
"2016-06-14",KCU15,"18,500",0,"0.00","0","0","0","0","0","0"
"2016-06-13",KCU15,"18,500",0,"0.00","0","0","0","0","0","0"
"2016-06-10",KCU15,"18,500",0,"0.00","0","0","0","0","0","0"
"2016-06-09",KCU15,"18,500",0,"0.00","0","0","0","0","0","0"
"2016-06-08",KCU15,"18,500",0,"0.00","0","0","0","0","0","0"
"2016-06-07",KCU15,"18,500",0,"0.00","0","0","0","0","0","0"
"2016-06-03",KCU15,"18,500",100,"0.54","18,450","18,500","18,450","435,906","8,028,161,000","18,417"
"2016-06-02",KCU15,"18,400",0,"0.00","18,400","18,400","18,400","26,000","478,400,000","18,400"
"2016-06-01",KCU15,"18,400",-50,"-0.27","18,400","18,400","18,400","15,000","276,000,000","18,400"
"2016-05-31",KCU15,"18,450",-50,"-0.27","18,450","18,450","18,450","15,000","276,750,000","18,450"
"2016-05-30",KCU15,"18,500",-1700,"-8.42","18,500","18,500","18,500","10,000","185,000,000","18,500"
"2016-05-27",KCU15,"20,200",-100,"-0.49","0","0","0","0","0","0"
"2016-05-26",KCU15,"20,300",0,"0.00","20,300","20,300","20,300","3,000","60,900,000","20,300"
"2016-05-25",KCU15,"20,300",0,"0.00","0","0","0","0","0","0"
"2016-05-24",KCU15,"20,300",0,"0.00","0","0","0","0","0","0"
"2016-05-23",KCU15,"20,300",1800,"9.73","20,300","20,300","20,300","2,000","40,600,000","20,300"
"2016-05-20",KCU15,"18,500",0,"0.00","0","0","0","250,000","4,625,000,000","18,500"
"2016-05-19",KCU15,"18,500",0,"0.00","0","0","0","0","0","0"
