일자,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,가중평균
"2018-12-28",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-12-27",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-12-26",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-12-24",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-12-21",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-12-20",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-12-19",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-12-18",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-12-17",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-12-14",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-12-13",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-12-12",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-12-11",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-12-10",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-12-07",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-12-06",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-12-05",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-12-04",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-12-03",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-11-30",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-11-29",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-11-28",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-11-27",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-11-26",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-11-23",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-11-22",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-11-21",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-11-20",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-11-19",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-11-16",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-11-15",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-11-14",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-11-13",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-11-12",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-11-09",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
"2018-11-08",KAU20,"23,200",0,"0.00","0","0","0","0","0","0"
